Carrier,Carrier_Clustered,carrier_size
BTS LOGISTICS BV,BTS LOGISTICS BV,medium
BULK AND METAL TRANSPORT (UK) LLP,BULK AND METAL TRANSPORT (UK) LLP,large
BULK ATLANTIC INC,BULK ATLANTIC INC,huge
BUNGE S A,BUNGE S A,large
BW GAS AS,BW GAS AS,small
BW SHIPS DMCC,BW SHIPS DMCC,small
BYZANTINE MARITIME GAS PTE LTD,BYZANTINE MARITIME GAS PTE LTD,medium
C & L GLOBAL INC,C & L GLOBAL INC,small
C I CONTAINER LINE,C I CONTAINER LINE,micro
C P WORLD LLC,C P WORLD LLC,medium
C U TRANSPORT INC,C U TRANSPORT INC,large
C V INTERNATIONAL INC,C V INTERNATIONAL INC,small
CABRERA SHIPPING A/S,CABRERA SHIPPING A/S,medium
CAESAR INTERNATIONAL LOGISTICS CO LTD,CAESAR INTERNATIONAL LOGISTICS CO LTD,medium
CAESAR SHIPPING & LOGISTICS CO LTD,CAESAR SHIPPING & LOGISTICS CO LTD,medium
CAL DIVE OFFSHORE CONTRACTORS INC,CAL DIVE OFFSHORE CONTRACTORS INC,micro
CALI AMERICA LOGISTICS INC,CALI AMERICA LOGISTICS INC,small
CALIFORNIA INLAND EMPIRE TRUCK,CALIFORNIA INLAND EMPIRE TRUCK,micro
"CAMELOT COMPANY, THE","CAMELOT COMPANY, THE",small
CAN-SAIL INTERNATIONAL LOGISTICS LTD,CAN-SAIL INTERNATIONAL LOGISTICS LTD,small
CANADA STEAMSHIP LINES INC,CANADA STEAMSHIP LINES INC,large
CANAL BARGE COMPANY INC,CANAL BARGE COMPANY INC,small
CANDLER SHIFFAHRT GMBH,CANDLER SHIFFAHRT GMBH,medium
CANFORNAV INC,CANFORNAV INC,huge
CAPELLA SHIPPING LLC,CAPELLA SHIPPING LLC,medium
CAPITAL CORP,CAPITAL CORP,small
CAPITAL EXPRESS INTL INC,CAPITAL EXPRESS INTL INC,micro
CAPITAL FREIGHT MANAGEMENT INC,CAPITAL FREIGHT MANAGEMENT INC,medium
CAPITAL SHIP MANAGEMENT CORP,CAPITAL SHIP MANAGEMENT CORP,large
CARGO WORLD LLC,CAR GO WORLDWIDE INC,small
CAR GO WORLDWIDE INC,CAR GO WORLDWIDE INC,small
CARAVEL SHIPPING INC,CARAVEL SHIPPING INC,large
CARDINAL LOGISTICS INC,CARDINAL LOGISTICS INC,micro
CARDINAL MARITIME LIMITED,CARDINAL MARITIME LIMITED,small
CARDINAL MARITIME LTD,CARDINAL MARITIME LIMITED,small
CARELOG FREIGHT SERVICE A/S,CARELOG FREIGHT SERVICE A/S,medium
CARETRANS FREIGHT SERVICE INC,CARETRANS FREIGHT SERVICE INC,medium
CARGILL INTERNATIONAL S A,CARGILL INTERNATIONAL S A,huge
CARGO ADVANTAGE NETWORK LIMITED,CARGO ADVANTAGE NETWORK LIMITED,medium
CARGO ALLIANCE SERVICE,CARGO ALLIANCE INC,small
CARGO ALLIANCE INC,CARGO ALLIANCE INC,small
CARGOCARE LOGISTICS (INDIA) PVT LTD,CARGO CARE LOGISTICS CORPORATION,medium
CARGO CARE LOGISTICS CORPORATION,CARGO CARE LOGISTICS CORPORATION,medium
CARGO CARE LOGISTICS LTD,CARGO CARE LOGISTICS CORPORATION,medium
CARGO CONSOLIDATION CORP,CARGO CONSOLIDATION CORP,micro
CARGO CONSOLIDATORS AGENCY LTD,CARGO CONSOLIDATION CORP,micro
CARGO CONTAINER LINE LIMITED,CARGO CONTAINER LINE LIMITED,large
CARGO EXPRESS SHIPPING INC,CARGO EXPRESS SHIPPING INC,small
CARGO GATE INTERNATIONAL INC,CARGO GATE INTERNATIONAL INC,micro
CARGO INFINITY USA INC,CARGO INFINITY USA INC,small
CARGO NET USA LLC,CARGO NET USA LLC,small
CARGO PARTNER NETWORK INC,CARGO PARTNER NETWORK INC,large
CARGO SOLUTION INTERNATIONAL INC,CARGO SOLUTION INTERNATIONAL INC,medium
CARGO TOURS INTERNATIONAL INC,CARGO TOURS INTERNATIONAL INC,micro
CARGO-LEVANT SCHIFFAHRTSGES MBH,CARGO-LEVANT SCHIFFAHRTSGES MBH,medium
CARGOGULF INC,CARGOGULF INC,small
CARGOMAX,CARGOMAX,micro
CARGONET LOGISTICS VIETNAM CO LTD,CARGONET LOGISTICS CORP,medium
CARGONET LOGISTICS CORP,CARGONET LOGISTICS CORP,medium
CARGOWAYS LOGISTICS INCORPORATED,CARGOWAYS LOGISTICS INCORPORATED,micro
CARGOZONE LOGISTICS INC,CARGOZONE LOGISTICS INC,medium
CARIBBEAN EXPRESS LINE,CARIBBEAN EXPRESS LINE,small
CARIBBEAN SHIPPING LTD,CARIBBEAN SHIPPING LTD,small
CARIBE FREIGHT FORWARDING OF PUERTO RICO INC,CARIBE FREIGHT FORWARDING OF PUERTO RICO INC,small
CARIBE TANKERS LTD,CARIBE TANKERS LTD,medium
CARIBEX WORLDWIDE INC,CARIBEX WORLDWIDE INC,small
CARISBROOKE SHIPPING LTD,CARISBROOKE SHIPPING LTD,large
CARL POLZIN LOGISTIKDIENSTLEISTUNGEN GMBH,CARL POLZIN LOGISTIKDIENSTLEISTUNGEN GMBH,medium
CARNIVAL CRUISE LINES,CARNIVAL CRUISE LINES,micro
CARNIVAL PLC (U.K.),CARNIVAL PLC (U.K.),micro
CARONEX WORLDWIDE INC,CARONEX WORLDWIDE INC,small
CAROTRANS INTERNATIONAL,CAROTRANS INTERNATIONAL,medium
CAROZPLUS LOGISTICS (HK) LIMITED,CAROZPLUS LOGISTICS (HK) LIMITED,micro
CARRIAGE SHIPPING INC,CARRIAGE SHIPPING INC,micro
CAS INTERNATIONAL CO LTD,CAS INTERNATIONAL CO LTD,medium
CASA CHINA LIMITED,CASA CHINA LIMITED,large
CASIA GLOBAL LOGISTICS CO LTD,CASIA GLOBAL LOGISTICS CO LTD,large
CASTLEGATE LOGISTICS INC,CASTLEGATE LOGISTICS INC,micro
CAYTRANS BBC LLC,CAYTRANS BBC LLC,large
CAYTRANS PROJECT SERVICES (AMERICAS) LTD,CAYTRANS PROJECT SERVICES (AMERICAS) LTD,small
CCL CUSTOMS SERVICES INC,CCL CUSTOMS SERVICES INC,small
CCNI,CCNI,large
CCS SHIPPING LTD,CCS SHIPPING LTD,micro
CDC CARIBE INC,CDC CARIBE INC,large
CDS GLOBAL LOGISTICS INC,CDS GLOBAL LOGISTICS INC,small
CDS GROUP HOLDINGS LIMITED,CDS GROUP HOLDINGS LIMITED,large
CDS OVERSEAS INC LOS ANGELES,CDS OVERSEAS INC LOS ANGELES,small
CEBI DENIZCILIK VE TICARET AS,CEBI DENIZCILIK VE TICARET AS,small
CEBI KAPTAN DENIZCILIK VE TIC AS,CEBI KAPTAN DENIZCILIK VE TIC AS,medium
CEGENTRANS FREIGHT INC,CEGENTRANS FREIGHT INC,small
CELEBRITY CRUISES,CELEBRITY CRUISES,micro
CENTAURO S A,CENTAURO S A,medium
CENTRAL DISPATCH INC,CENTRAL DISPATCH INC,medium
CENTRAL GULF LINES INC,CENTRAL GULF LINES INC,medium
CENTRAL SHIPPING AGENCY SPA,CENTRAL SHIPPING AGENCY SPA,small
CENTURION BULK PTE LTD,CENTURION BULK PTE LTD,large
CENTURION LOGISTICS SERVICES LIMITED,CENTURION LOGISTICS MANAGEMENT,small
CENTURION LOGISTICS MANAGEMENT,CENTURION LOGISTICS MANAGEMENT,small
CENTURY EXPRESS,CENTURY EXPRESS,medium
CEVA OCEAN LINE (NVOCC),CEVA OCEAN LINE (NVOCC),large
CFL SHIPMANAGEMENT BV,CFL SHIPMANAGEMENT BV,medium
CFR RINKENS LLC,CFR RINKENS LLC,medium
CG RAILWAY INC,CG RAILWAY INC,huge
CHAMPION TANKERS AS,CHAMPION TANKERS AS,huge
CHARTER LINK LOGISTICS LIMITED,CHARTER LINK LOGISTICS LIMITED,medium
CHARTER LOGISTICS SHANGHAI LIMITED,CHARTER LOGISTICS SHANGHAI LIMITED,medium
CHEM FLEET,CHEM FLEET,medium
CHEMBULK MANAGEMENT LLC,CHEMBULK MANAGEMENT LLC,large
CHEMBULK OCEAN TRANSPORT LLC,CHEMBULK OCEAN TRANSPORT LLC,huge
CHEMICAL TRADER SHIPPING COMPANY LIMITED,CHEMICAL TRADER SHIPPING COMPANY LIMITED,small
CHEMSHIP B V,CHEMSHIP B V,medium
CHEVRON NORTH AMERICA  EXPLORATION & PRODUCTION COMPANY,CHEVRON NORTH AMERICA  EXPLORATION & PRODUCTION COMPANY,medium
CHEVRON NORTH AMERICA EXPLORATION & PRODUCTION COMPANY,CHEVRON NORTH AMERICA  EXPLORATION & PRODUCTION COMPANY,medium
CHEVRONTEXACO SHIPPING COMPANY LLC,CHEVRONTEXACO SHIPPING COMPANY LLC,medium
CHINA COAST FREIGHT CO LTD,CHINA COAST FREIGHT CO LTD,small
ZEN CONTINENTAL CO INC,CHINA CONTAINER LINE LTD,large
CHINA CONTAINER LINE LTD,CHINA CONTAINER LINE LTD,large
CHINA CONTAINER LINE NORTHERN LTD,CHINA CONTAINER LINE LTD,large
CHINA GREAT LOGISTICS CO LTD,CHINA GREAT LOGISTICS CO LTD,micro
CHINA INTERNATIONAL FREIGHT CO LTD,CHINA INTERNATIONAL FREIGHT CO LTD,huge
"CHINA NAVIGATION CO PTE LTD, THE","CHINA NAVIGATION CO PTE LTD, THE",huge
CHINA OCEAN SHIPPING COMPANY,CHINA OCEAN SHIPPING COMPANY,huge
CHINA PACIFIC MARITIME INC,CHINA PACIFIC MARITIME INC,medium
CHINA SEA FORWARDERS CO LTD,CHINA SEA FORWARDERS CO LTD,medium
CHINA SHIPPING BULK CARRIER CO LTD,CHINA SHIPPING BULK CARRIER CO LTD,medium
CHINA SHIPPING CONTAINER LINES CO LTD,CHINA SHIPPING CONTAINER LINES (HONG KONG) CO LTD,huge
CHINA SHIPPING CONTAINER LINES (HONG KONG) CO LTD,CHINA SHIPPING CONTAINER LINES (HONG KONG) CO LTD,huge
CHINA STEEL EXPRESS CORP,CHINA STEEL EXPRESS CORP,medium
CHINAARTS INTERTRANS (SHANGHAI) CO LTD,CHINAARTS INTERTRANS (SHANGHAI) CO LTD,medium
CHINATRANS INTERNATIONAL LIMITED,CHINATRANS INTERNATIONAL LIMITED,large
CHINESE-POLISH JOINT STOCK SHIPPING CO IN SHANGHAI,CHINESE-POLISH JOINT STOCK SHIPPING CO IN SHANGHAI,huge
CHIOS NAVIGATION (HELLAS) LTD,CHIOS NAVIGATION (HELLAS) LTD,medium
"CHISM, R XPRESS LLC","CHISM, R XPRESS LLC",micro
CHOSUN SHIPPING CO LTD,CHOSUN SHIPPING CO LTD,small
CHRISTAL LINES,CHRISTAL LINES,huge
CHUN JEE SHIPPING CO LTD,CHUN JEE SHIPPING CO LTD,small
CIL FREIGHT INC,CIL FREIGHT INC,small
CIMC INTERMODAL DEVELOPMENT CO LTD,CIMC INTERMODAL DEVELOPMENT CO LTD,large
CITROSUCO EUROPE N V,CITROSUCO EUROPE N V,large
CITROSUCO GMBH,CITROSUCO GMBH,large
CITY OCEAN LOGISTICS CO LTD,CITY OCEAN LOGISTICS CO LTD,large
CITY UNION LOGISTICS CO LTD,CITY UNION LOGISTICS CO LTD,medium
CJ GLS AMERICA INC,CJ GLS AMERICA INC,small
CJ KOREA EXPRESS CORPORATION,CJ KOREA EXPRESS CORPORATION,medium
CJ LOGISTICS CORPORATION,CJ LOGISTICS CORPORATION,large
CJC LOGISTICS LLC,CJC LOGISTICS LLC,micro
CL CONSOLIDATORS SERVICES LTD,CL CONSOLIDATORS SERVICES LTD,medium
CL SYNERGY (PVT) LTD,CL SYNERGY (PVT) LTD,small
CLARION LOGISTICS USA INC,CLARION LOGISTICS USA INC,micro
CLASQUIN SHANGHAI LTD,CLASQUIN SHANGHAI LTD,small
CLASQUIN USA INC,CLASQUIN SHANGHAI LTD,small
CLDN COBELFRET PTE LTD,CLDN COBELFRET PTE LTD,medium
7CLEARFREIGHT,CLEARFREIGHT,medium
CLARE FREIGHT INTERNATIONAL (USA) INC,CLEARFREIGHT,medium
CLEARFREIGHT,CLEARFREIGHT,medium
CLEARLAKE SHIPPING PTE LTD,CLEARLAKE SHIPPING PTE LTD,large
CLEARPOINT INTERNATIONAL GROUP LLC,CLEARPOINT INTERNATIONAL GROUP LLC,small
CLEVE & ZONEN B V,CLEVE & ZONEN B V,small
CLICK4SHIP.COM INC,CLICK4SHIP.COM INC,small
CLIPPER AMERICAS INC,CLIPPER AMERICAS INC,large
CLIPPER BULK SHIPPING LTD,CLIPPER BULK SHIPPING LTD,huge
CLIPPER CLIPPER TANKERS SHIPPING LTD,CLIPPER CLIPPER TANKERS SHIPPING LTD,medium
CLIPPER INTERAMERICAN CARRIERS LTD,CLIPPER INTERAMERICAN CARRIERS LTD,micro
CLIPPER STEEL SERVICES LTD,CLIPPER STEEL SERVICES LTD,huge
CLOUD OCEAN LINE LIMITED,CLOUD OCEAN LINE LIMITED,medium
CMA CGM LOGISTICS SAS,CMA CGM LOGISTICS S A,medium
CMA CGM LOGISTICS S A,CMA CGM LOGISTICS S A,medium
CMA-CGM,CMA-CGM,huge
CMB NV,CMB NV,medium
CML GRANDCORP LOGISTICS CO LTD,CML GRANDCORP LOGISTICS CO LTD,small
CML SUPPLY CHAIN MANAGEMENT CO LTD,CML SUPPLY CHAIN MANAGEMENT CO LTD,small
CMS LOGISITICS INC,CMS LOGISITICS INC,small
CN WORLDWIDE,CN WORLDWIDE,large
CNC SHIPPING & AIR FREIGHT CO LTD,CNC SHIPPING & AIR FREIGHT CO LTD,large
CNR INTERNATIONAL INC,CNR INTERNATIONAL INC,micro
COASTAL STEVEDORING COMPANY,COASTAL STEVEDORING COMPANY,small
COHESION FREIGHT (HK) LIMITED,COHESION FREIGHT (HK) LIMITED,large
COLI BULK CARRIERS GMBH,COLI BULK CARRIERS GMBH,medium
COLUMBIA CONTAINER LINES INC,COLUMBIA CONTAINER LINES INC,medium
COLUMBIA SHIPMANAGEMENT LTD,COLUMBIA SHIPMANAGEMENT LTD,large
COMAGE CONTAINER LINES INC,COMAGE CONTAINER LINES INC,micro
COMBI LINE INTERNATIONAL SPA,COMBI LINE INTERNATIONAL SPA,medium
COMBINED ATLANTIC CARRIERS,COMBINED ATLANTIC CARRIERS,large
COMBINED FREIGHT INTERNATIONAL,COMBINED FREIGHT INTERNATIONAL,medium
COMPANHIA DE NAVEGACAO NORSUL,COMPANHIA DE NAVEGACAO NORSUL,medium
COMPANHIA LIBRA DE NAVEGACAO,COMPANHIA LIBRA DE NAVEGACAO,medium
COMPANIA CHILENA DE NAVIGACION INTEROCEA,COMPANIA CHILENA DE NAVIGACION INTEROCEA,large
COMPANIA LIBRA DE NAVEGACION (URUGUAY) S A,COMPANIA LIBRA DE NAVEGACION (URUGUAY) S A,large
COMPANIA SUD AMERICANA DE VAPORES S A,COMPANIA SUD AMERICANA DE VAPORES S A,huge
COMPASS LINES,COMPASS LINES,medium
COMTRANS LOGISTICS LTD,COMTRANS LOGISTICS LTD,small
CONCEPTS IN FREIGHT INC,CONCEPTS IN FREIGHT INC,micro
CONCORD MARITIME LLC,CONCORD MARITIME LLC,medium
CONNECTICUT SHIPPING INC,CONNECTICUT SHIPPING INC,medium
"3CONNOR, JOHN S INC","CONNOR, JOHN S INC",small
"CONNOR, JOHN S INC","CONNOR, JOHN S INC",small
CONQUEST EXPRESS CO LTD,CONQUEST EXPRESS CO LTD,micro
CONSOLIDATED MARINE MANAGEMENT INC,CONSOLIDATED MARINE MANAGEMENT INC,small
CONSOLIDATED POWERS LIMITED,CONSOLIDATED POWERS LIMITED,medium
CONTAINER LINE MANAGEMENT BVBA,CONTAINER LINE MANAGEMENT BVBA,micro
CONTI USA INC,CONTI USA INC,medium
CONTI-LINES SHIPPING NV,CONTI-LINES SHIPPING NV,large
CONTILINES NV,CONTI-LINES SHIPPING NV,large
CONTI-MAR INC,CONTI-MAR INC,micro
CONTINENT SOLUTION SYSTEM INC,CONTINENT SOLUTION SYSTEM INC,small
CONTINENTAL LOGISTIC SERVICE INC,CONTINENTAL LOGISTIC SERVICE INC,small
CONVENIENT FREIGHT SYSTEM INC,CONVENIENT FREIGHT SYSTEM INC,medium
COOKE AQUACULTURE INC,COOKE AQUACULTURE INC,small
COOL CARRIERS,COOL CARRIERS,large
COOL CARRIERS SHIPPING USA INC,COOL CARRIERS AB,large
COOL CARRIERS AB,COOL CARRIERS AB,large
COPENSHIP AS,COPENSHIP AS,large
"COPPERSMITH, L E INC","COPPERSMITH, L E INC",medium
CORAL SHIPPING CO LTD,CORAL SHIPPING CO LTD,medium
COREANA EXPRESS (SEATTLE) INC,COREANA EXPRESS (SEATTLE) INC,micro
CORPORATION I/O LTD,CORPORATION I/O LTD,small
CORSO LOGISTIC SOLUTION LTD,CORSO LOGISTIC SOLUTION LTD,medium
CORY BROTHERS (USA) INC,CORY BROTHERS (USA) INC,small
COSA FREIGHT INC,COSA FREIGHT INC,micro
COSCO (H K) SHIPPING CO LTD,COSCO (H K) SHIPPING CO LTD,large
COSCO BULK,COSCO BULK,huge
COSCO SHIPPING LINES CO LTD,COSCO SHIPPING,huge
SACO SHIPPING LINE LIMITED,COSCO SHIPPING,huge
COSCO SHIPPING SPECIALIZED CARRIERS CO LTD,COSCO SHIPPING,huge
COSCO SHIPPING BULK CO LTD,COSCO SHIPPING,huge
COSCO SHIPPING,COSCO SHIPPING,huge
COSCOEX (CGL) INC,COSCOEX (CGL) INC,micro
COSMIC EXPRESS CORP,COSMIC EXPRESS CORP,medium
COSTA CRUISE LINES INC COSTA GROUP,COSTA CRUISE LINES INC COSTA GROUP,micro
COSTA CRUISE LINES NA,COSTA CRUISE LINES INC COSTA GROUP,micro
COUNTESS SHIPPING CO LTD,COUNTESS SHIPPING CO LTD,medium
CP LOGISTICS INC,CP LOGISTICS INC,micro
CPM INC,CPM INC,medium
CREST CONTAINER LINES PVT LTD,CREST CONTAINER LINES PVT LTD,medium
CROSS CHARTERING N V,CROSS CHARTERING N V,large
CROWLEY CARIBBEAN LOGISTICS LLC,CROWLEY CARIBBEAN LOGISTICS LLC,large
CROWLEY CARIBBEAN SERVICES LLC,CROWLEY CARIBBEAN LOGISTICS LLC,large
CROWLEY LATIN AMERICA SERVICES LLC,CROWLEY LATIN AMERICA SERVICES LLC,huge
CROWLEY LINER SERVICES INC,CROWLEY LINER SERVICES INC,medium
CROWLEY LOGISTICS INC,CROWLEY LOGISTICS INC,small
CROWLEY MARINE SOLUTIONS INC,CROWLEY MARINE SOLUTIONS INC,micro
CROWLEY PUERTO RICO SERVICES INC,CROWLEY PUERTO RICO SERVICES INC,medium
CROWN SHIPPING LTD,CROWN SHIPPING LTD,medium
CROWNFU LOGISTICS INC,CROWNFU LOGISTICS INC,medium
CRYSTAL POOL,CRYSTAL POOL,medium
CSAL CANADA STATES AFRICA LINE INC,CSAL CANADA STATES AFRICA LINE INC,large
CSAV SUD AMERICANA DE VAPORES S A,CSAV SUD AMERICANA DE VAPORES S A,large
CSC PHOENIX (HK) INVESTMENT & DEVELOPMENT CO LTD,CSC PHOENIX (HK) INVESTMENT & DEVELOPMENT CO LTD,medium
CSC SUGAR LLC,CSC SUGAR LLC,huge
CSF FREIGHT BROKERAGE INC,CSF FREIGHT BROKERAGE INC,small
CSI GLOBAL,CSI GLOBAL,micro
CSL EXPRESS LINE,CSL EXPRESS LINE,micro
CSLL LOGISTICS INC,CSLL LOGISTICS INC,micro
CSS BAHRAIN,CSS BAHRAIN,micro
CTC LOGISTICS (L A) INC,CTC LOGISTICS (L A) INC,medium
CTL USA INC,CTL USA INC,small
CTS INTERNATIONAL LOGISTICS CORPORATION LIMITED,CTS INTERNATIONAL LOGISTICS CORPORATION LIMITED,medium
CTS INTERNATIONAL TRANSPORTATION CO LTD,CTS INTERNATIONAL LOGISTICS CORPORATION LIMITED,medium
CU LOGISTICS INC,CU LOGISTICS INC,medium
CUBE LINE CO LTD,CUBE LINE CO LTD,small
"CUSTOM BROKERAGE, INC (A)","CUSTOM BROKERAGE, INC (A)",medium
CYPRUS SEA LINES CO LTD,CYPRUS SEA LINES CO LTD,medium
D & C INTERNATIONAL LOGISTICS CO LTD,D & C INTERNATIONAL LOGISTICS CO LTD,micro
D B GROUP AMERICA LTD,D B GROUP AMERICA LTD,medium
D'AMICO DRY DESIGNATED ACTIVITY COMPANY (D'AMICO DRY D A C),D'AMICO DRY DESIGNATED ACTIVITY COMPANY (D AMICO DRY D A C),huge
D'AMICO DRY DESIGNATED ACTIVITY COMPANY (D AMICO DRY D A C),D'AMICO DRY DESIGNATED ACTIVITY COMPANY (D AMICO DRY D A C),huge
D'AMICO DRY LIMITED,D'AMICO DRY LIMITED,large
D'AMICO SHIPPING ITALIA SPA,D'AMICO SHIPPING ITALIA SPA,large
D'AMICO TANKERS DESIGNATED ACTIVITY COMPANY (D'AMICO TANKERS D A C),D'AMICO TANKERS DESIGNATED ACTIVITY COMPANY (D AMICO TANKERS D A C),large
D'AMICO TANKERS DESIGNATED ACTIVITY COMPANY (D AMICO TANKERS D A C),D'AMICO TANKERS DESIGNATED ACTIVITY COMPANY (D AMICO TANKERS D A C),large
DA WU SUPPLY CHAIN MANAGEMENT CO LTD,DA WU SUPPLY CHAIN MANAGEMENT CO LTD,medium
DAEBO INTERNATIONAL SHIPPING CO LTD,DAEBO INTERNATIONAL SHIPPING CO LTD,huge
DAELIM CORPORATION DBA DAELIM CORPORATION CO LTD,DAELIM CORPORATION,medium
DAELIM CORPORATION,DAELIM CORPORATION,medium
DAEWOO LOGISTICS CORP,DAEWOO LOGISTICS CORP,huge
DAHNAY LOGISTICS PVT LTD,DAHNAY LOGISTICS PVT LTD,large
DAIICHI CHUO KISEN KAISHA,DAIICHI CHUO KISEN KAISHA,huge
DAIMON LOGISTICS USA,DAIMON LOGISTICS USA,small
DAIMUWEI LOGISTICS SERVICES CO LTD,DAIMUWEI LOGISTICS SERVICES CO LTD,micro
DAITOH TRADING CO LTD,DAITOH TRADING CO LTD,medium
DALIAN GIANT INTERNATIONAL SHIPPING CO LTD,DALIAN GIANT INTERNATIONAL SHIPPING CO LTD,huge
DAMASK SHIPPING MANAGEMENT CO LTD,DAMASK SHIPPING MANAGEMENT CO LTD,small
DAMCO A/S,DAMCO A/S,medium
DAMCO INTERNATIONAL B V,DAMCO INTERNATIONAL B V,large
DAMPSKIBSSELSKABET NORDEN AKTIESELSKAB,DAMPSKIBSSELSKABET NORDEN AKTIESELSKAB,huge
DAMPSKIBSSELSKABET TORM,DAMPSKIBSSELSKABET NORDEN AKTIESELSKAB,huge
DANESI SPEDIZIONI S R L,DANESI SPEDIZIONI S R L,medium
DANGEROUS & DRY CARGO S A,DANGEROUS & DRY CARGO S A,micro
DANMAR LINES LTD,DANMAR LINES AG,huge
DANMAR LINES AG,DANMAR LINES AG,huge
DANMAR LINES LTD (AGENTS),DANMAR LINES AG,huge
DANN OCEAN TOWING INC,DANN OCEAN TOWING INC,micro
DANUBE LOGISTICS,DANUBE LOGISTICS,small
DART GLOBAL LOGISTICS,DART GLOBAL LOGISTICS,medium
DAVA PTE LTD,DAVA PTE LTD,large
DB SHIPPING (USA) INC,DB SHIPPING (USA) INC,medium
DE POLI TANKERS BV,DE POLI TANKERS BV,medium
DE WELL CONTAINER SHIPPING CORP,DE WELL CONTAINER SHIPPING CORP,huge
DEWELL CONTAINER SHIPPING,DE WELL CONTAINER SHIPPING CORP,huge
DEAN CONSTRUCTION COMPANY LIMITED,DEAN CONSTRUCTION COMPANY LIMITED,small
DEANS SHIPPING COMPANY LTD,DEANS SHIPPING COMPANY LTD,micro
DEIULEMAR SHIPPING SPA,DEIULEMAR SHIPPING SPA,large
DEL CORONA SCARDIGLI,DEL CORONA SCARDIGLI,large
DELCON LINE (USA) INC,DELCON LINE (USA) INC,small
DELE INTERNATIONAL LOGISTICS CO LTD,DELE INTERNATIONAL LOGISTICS CO LTD,small
DELIAN GRACE SHIPPING INC,DELIAN GRACE SHIPPING INC,medium
DELIVERY ON TIME LTD,DELIVERY ON TIME LTD,medium
DELTAMAX FREIGHT SYSTEM CO LTD,DELTAMAX FREIGHT SYSTEM CO LTD,medium
DELTRANS INTERNATIONAL SHIPPING CORPORATION,DELTRANS INTERNATIONAL SHIPPING CORPORATION,large
DEMARK CUSTOMS BROKER INC,DEMARK CUSTOMS BROKER INC,small
DENAK DEPOCULUK VE NAKLIYECILIK A S,DENAK DEPOCULUK VE NAKLIYECILIK A S,medium
DENSAY SHIPPING AND TRADING DMCC,DENSAY SHIPPING AND TRADING DMCC,medium
DEUGRO OCEAN TRANSPORT INC,DEUGRO OCEAN TRANSPORT INC,small
DEX INTERNATIONAL LOGISTICS CO LTD,DEX INTERNATIONAL LOGISTICS CO LTD,medium
DFF INC,DFF INC,large
DGS OCEAN,DGS OCEAN,medium
DGX,DGX,small
DHX INC,DHX INC,small
DIAMOND OFFSHORE COMPANY,DIAMOND OFFSHORE COMPANY,small
DIAMOND OFFSHORE DRILLING INC,DIAMOND OFFSHORE COMPANY,small
DIAMOND S MANAGEMENT LLC,DIAMOND S MANAGEMENT LLC,medium
DIANIK BROSS SHIPPING CORP S A,DIANIK BROSS SHIPPING CORP S A,medium
DIFS LOGISTICS CO LTD,DIFS LOGISTICS CO LTD,medium
DILEK DENIZCILIK VE TICARET A S,DILEK DENIZCILIK VE TICARET A S,medium
DIMERCO EXPRESS (USA) CORP,DIMERCO EXPRESS (USA) CORP,large
DIRECT SERVICE INC,DIRECT SERVICE INC,medium
DIVERSIFIED FREIGHT SYSTEM CORPORATION,DIVERSIFIED FREIGHT SYSTEM CORPORATION,small
DIVERSIFIED GLOBAL LOGISTICS LIMITED,DIVERSIFIED GLOBAL LOGISTICS LIMITED,small
DJR LOGISTICS INC,DJR LOGISTICS INC,small
DK DL INTERNATIONAL LOGISTICS CO LTD,DK DL INTERNATIONAL LOGISTICS CO LTD,micro
DLS LOGISTIC SERVICE LLC,DLS LOGISTIC SERVICE LLC,small
DLS TRUCKING ENTERPRISES INC,DLS TRUCKING ENTERPRISES INC,micro
DO CA SRL,DO CA SRL,medium
DOCKWISE SHIPPING B V,DOCKWISE SHIPPING B V,medium
DOLE FRESH FRUIT INTERNATIONAL LIMITED,DOLE FRESH FRUIT INTERNATIONAL LIMITED,huge
DOLE OCEAN CARGO EXPRESS,DOLE OCEAN CARGO EXPRESS,huge
DOLPHIN LOGISTICS COMPANY LIMITED,DOLPHIN LOGISTICS COMPANY LIMITED,medium
DOLPHIN LOGISTICS COMPANY LTD,DOLPHIN LOGISTICS COMPANY LIMITED,medium
DOMINION BULK INTERNATIONAL S A,DOMINION BULK INTERNATIONAL S A,medium
DONG JOO INTERNATIONAL SHIPPING CO LTD,DONG JOO INTERNATIONAL SHIPPING CO LTD,micro
DONGSUE CONSOL CO LTD,DONGSUE CONSOL CO LTD,medium
DONGSUE SHIPPING CO LTD,DONGSUE SHIPPING CO LTD,micro
DONNELLY TANKER MANAGEMENT LTD,DONNELLY TANKER MANAGEMENT LTD,medium
DORICK NAVIGATION S A,DORICK NAVIGATION S A,small
DORVAL TANKSHIPS PTY LTD,DORVAL TANKSHIPS PTY LTD,medium
DOUBLE ACE CARGO INC,DOUBLE ACE CARGO INC,small
DOWA LINE AMERICA CO LTD,DOWA LINE AMERICA CO LTD,huge
DRAFT CARGOWAYS INDIA PRIVATE LIMITED,DRAFT CARGOWAYS INDIA PRIVATE LIMITED,medium
DRAGON VIEW (SHENZHEN) SUPPLY CHAIN MANAGEMENT CO LTD,DRAGON VIEW (SHENZHEN) SUPPLY CHAIN MANAGEMENT CO LTD,small
DRAGONERA SHIPPING A/S,DRAGONERA SHIPPING A/S,medium
